Doping,Doping concentration,Al_thick,%Al,Ion (mA/mm),GMmax (mS/mm),Vth(V)
1.0530143,2.270082,1.1891465,1.0758412,444.0553,112.05488,-5.9288692
0.8616526,0.57271075,-1.2456989,-0.7618586,75.38875,92.61173,-1.1011672
1.0426384,-0.83541137,-0.14174074,0.7306787,317.13608,110.299515,-3.3549504
0.98003674,-0.57334894,-1.272523,-1.1108161,32.379852,80.40377,-0.79142785
0.91149515,-0.7306537,-0.34718242,1.4252207,383.46777,122.635376,-3.9121928
0.9326844,1.4102237,1.2161195,-0.09873441,352.02246,91.84392,-4.44316
-1.027223,1.5534315,-1.192744,0.7081271,361.11078,101.736855,-4.812207
-0.7672627,-0.5505836,-1.2478029,-0.50430983,77.08522,81.80433,-1.3537114
-0.96102107,-0.552115,-0.34472582,1.3349998,302.60788,95.21784,-4.111085
-0.86757344,0.2585477,-0.8441197,-1.7248703,76.5582,60.74823,-1.5824677
-0.81464845,-0.6674171,-0.07577848,-1.4606848,48.804153,63.257492,-1.2234249
-1.0751325,0.67230564,0.8295219,0.7456187,377.6189,88.52679,-7.1421776
0.88628453,-0.44143724,-0.83275354,-0.5583794,108.397064,89.242966,-1.663667
-0.91365457,-0.74461764,1.5129795,1.4109423,386.95157,96.742836,-6.2974205
-0.8694753,-0.60896784,1.1803741,-0.4572215,196.33504,70.81175,-3.4983165
1.2209778,-0.7142994,-1.27558,0.60652566,192.31435,119.66585,-1.9980496
-1.1576885,0.7508116,-0.20434979,1.5028626,391.4118,98.97918,-6.589314
-0.9474324,1.5538888,-1.1646564,0.98796564,373.41693,106.94059,-4.613913
0.94297624,1.1989589,1.1751235,-1.0612714,197.79797,76.409546,-2.944527
-0.84801334,-0.7223193,-1.4403707,1.0480613,201.74904,112.43026,-2.3280609
-0.84120595,-0.715265,-1.3253347,-0.66018295,57.765457,86.83182,-1.0671215
0.9402375,-0.6311381,-0.6879753,-1.1704165,56.183273,77.01529,-1.1286361
-0.86712897,-0.782976,0.4283015,1.4392598,366.0902,104.740456,-4.997451
-0.88429296,-0.5453471,-0.048304938,0.9741063,288.6306,89.73925,-4.1407075
0.9108241,2.2030566,1.0782219,1.134831,484.59592,112.18027,-5.820349
0.8742822,1.1996827,0.5915241,0.99298894,451.49564,113.92482,-4.914909
-0.80581015,-0.59865683,-0.99229753,-1.0458999,47.198257,70.324295,-1.0560048
1.1084044,0.17307359,-1.0976017,1.4410764,342.92242,130.7254,-3.1786478
0.8431225,-0.86480266,0.81237435,1.0556273,409.6155,107.00524,-4.7727895
-0.93234396,-0.6719772,0.88831306,1.2205456,355.12527,92.83964,-5.483742
0.8983576,1.9954402,0.48658368,0.036929414,324.04922,98.91216,-3.7911446
-0.8480639,-0.747459,-1.4778583,-0.77354,41.485107,87.05106,-0.81215906
-0.97107416,-0.006472349,-0.50193924,-2.0696616,59.647842,53.201275,-1.3643827
-0.84305334,-0.7217265,0.23147777,-1.2847067,71.443726,66.098045,-1.502939
-0.9066813,-0.119437575,0.037811287,-1.6373584,92.86626,57.25162,-2.043406
-0.8482653,-0.6521099,0.32420358,-1.1272271,83.14577,64.072365,-1.8315388
0.93919635,2.2195163,0.010459639,0.9275993,415.58954,115.51956,-4.2649274
1.2601883,0.09381837,1.6027589,-1.1864458,191.50641,73.12066,-2.9029112
0.8732849,-0.1409195,-0.95911574,1.30301,318.14703,126.551895,-3.1963537
-1.1545628,2.1974823,-1.57302,0.34614402,354.6026,99.87677,-4.8260016
0.8329819,-0.7417106,1.4061773,1.3450606,464.9679,109.146515,-5.9722404
-0.65371835,-0.4017638,-0.45874044,0.010584943,173.336,84.3807,-2.6737761
0.8605523,2.380144,0.21767595,0.88012666,427.72958,113.93945,-4.4639997
-0.71969604,-0.20097512,-0.17546746,-1.5498654,74.15947,60.188732,-1.7562026
0.9491192,1.2928154,-0.98291564,-0.72650385,106.7845,92.44901,-1.5071824
0.88083065,-0.3939718,-0.8341656,-0.46784312,114.54747,90.81015,-1.7557606
0.82203394,0.12542394,0.747806,-0.21720453,264.60492,89.63964,-3.446274
-0.8691685,-0.30294174,0.86132866,-0.22932388,242.86702,75.787254,-4.370283
-0.94122183,1.9409988,-1.4764726,-1.7809576,153.97516,70.47627,-2.8909006
-0.8177385,-0.7191338,-0.40494612,-1.3307786,47.759354,70.70359,-1.0814278
0.98929214,0.6776574,-0.44918862,1.4856526,416.40445,125.82575,-4.0334535
0.8621573,-0.63450605,1.3289888,1.0949107,444.2044,106.70791,-5.4645104
-0.91820574,0.18896852,-0.24545044,0.6296351,323.2608,91.75943,-4.7123985
-0.97276753,-0.4269163,-1.4399484,1.1059413,193.63568,99.683426,-2.5005074
-0.8738388,-0.18745822,1.0702107,-0.69213134,218.85553,70.03755,-4.3395557
0.94118744,2.4681313,-0.103935085,0.94933176,406.2673,117.35601,-4.154779
0.8660315,-0.62252325,1.3294129,1.393877,472.87012,110.90044,-5.9190445
-0.90317565,-0.826881,-0.73090553,1.0133092,274.02966,114.88222,-3.0476668
-0.98172903,-0.6013515,1.4868186,1.1862237,365.3663,91.2304,-6.2931943
0.8842502,-0.8059607,0.56244946,0.114987046,272.66068,94.30598,-3.3966975
0.8818339,-0.4625939,0.11101631,-1.0815146,101.55122,74.37533,-1.7616826
0.9782541,-0.41249973,0.2556045,-1.7906584,34.02539,59.223213,-1.1453035
-1.0815806,2.1333568,-1.1734108,1.147569,419.3742,109.32471,-5.779213
-0.940427,0.08813803,-0.82370484,-1.6524811,75.73218,58.78403,-1.6189284
-0.9761895,-0.31624174,-1.7563689,-0.32265627,76.36348,82.643585,-1.1546483
0.81918436,-0.554321,1.4559793,1.1138695,450.6967,106.718605,-5.75888
0.8720715,-0.51304454,-0.36140522,-0.8624764,103.36711,80.38785,-1.6876847
-0.79911876,0.9385084,-1.2424043,-0.30871964,197.33588,87.146835,-2.7969074
-0.9492187,-0.70055145,1.7400047,0.52772605,323.31345,80.90938,-5.5165563
-0.73915124,1.2955472,0.38008517,-0.60711694,327.12357,81.36173,-6.3594522
-0.8545951,-0.67634505,1.166295,-0.73014724,162.45514,72.970215,-2.9140942
0.88645625,2.0521126,1.3826107,0.66481054,450.96985,104.419304,-5.627906
0.8520853,-0.4609462,0.19343081,-1.1759976,96.320816,72.52126,-1.742389
-0.91377574,-0.68442744,1.1934652,0.9930974,348.58188,89.59256,-5.525098
-0.81166565,-0.51300174,-0.49082026,-1.5583009,35.618683,58.887833,-1.0756505
0.91716975,-0.7184064,-1.3483329,0.86586463,211.3121,120.1995,-2.3387346
0.88585925,0.5455587,-1.0643777,-0.1775945,145.84943,105.10834,-1.8219714
-0.98477244,-0.7063424,2.1332035,1.4691721,390.53928,91.30351,-6.9935465
-0.62809384,1.8768294,0.177636,1.1359106,452.9701,106.32704,-7.762024
1.1838934,2.6431863,-1.1637089,-1.1963983,62.516464,84.73124,-1.0570471
-0.758675,-0.5156666,-1.1809525,-1.0708066,38.34749,68.917755,-0.94698286
1.0766325,-0.000154197,-1.2279056,1.5925175,347.28772,136.56572,-3.2123535
0.9095516,-0.5822257,0.51331705,0.37134737,314.3039,99.69468,-3.7711594
-0.7088501,1.1925865,0.10787321,-1.0166411,268.88,76.516556,-5.220698
-0.90574735,1.271721,-1.5464493,-0.57060915,164.59814,84.83273,-2.431458
0.8514096,-0.6542,1.0357124,-0.92045933,158.5174,74.42109,-2.5339959
-0.8258929,-0.034811825,0.6334382,0.79483354,353.09692,91.22765,-5.746892
0.9886296,-0.58776915,-1.4917662,-0.91500056,37.703003,86.20849,-0.76429844
0.8432725,-0.29041475,0.6664387,-0.94607925,139.59723,75.55534,-2.3147202
0.8933562,-0.74071544,-0.53790313,1.306973,345.00476,122.14141,-3.584144
0.82764864,-0.13083261,-1.2425245,-0.17920627,117.5952,101.383514,-1.6520001
-0.90912735,-0.88426393,1.3483301,0.8106179,352.55676,98.891975,-4.9595814
-0.8148748,-0.7076455,0.30655873,-0.7511919,128.52194,80.71997,-2.2028909
0.9681642,2.2325213,-0.49383685,-1.3023993,104.50299,77.37961,-1.5936772
-0.6949843,0.52857536,-1.2883434,0.65779454,252.30827,100.31078,-3.3005373
-0.7234966,-0.6185891,-0.108093165,0.5645341,243.59837,92.77506,-3.3628023
0.93752694,2.1079056,1.5686255,0.87611747,475.2419,107.05415,-6.029806
0.8940171,-0.60266083,1.3594103,-0.98148906,169.32176,73.3299,-2.6594431
-0.8069642,2.6823027,-0.4658877,0.16332267,383.59326,96.99556,-6.284846
-0.6458822,-0.2205326,-0.96387494,-0.9509411,76.60132,72.5266,-1.4804943
1.0431894,-0.6463024,0.22468534,-0.031351514,243.09198,95.46211,-2.9749205
-0.6760655,0.8960714,0.102238424,-0.93038857,252.1693,77.633286,-4.69991
0.9401539,0.06314373,1.1952174,0.64381367,406.65503,101.23645,-4.9464607
0.82841367,-0.03234172,1.0138792,-0.2323841,270.98465,87.83771,-3.6040428
0.8306783,-0.10098928,1.1570545,-0.057588413,309.65524,90.02342,-3.9603772
-0.7682785,1.3606017,0.32775846,0.20247142,378.0617,91.57489,-7.119066
-0.88775074,-0.2573555,0.3607268,1.4980412,368.21155,95.96676,-5.825461
-0.69245577,-0.024619788,0.5635489,0.13025211,292.90042,84.00572,-4.8558736
-0.68573004,0.33637857,-1.1114984,0.8519589,267.39484,101.99473,-3.4102845
0.8555114,-0.81220084,0.71139693,0.57613194,345.8913,100.45692,-4.1230755
0.8195745,-0.7176315,0.46853957,1.189291,421.98254,111.9588,-4.6509743
0.9220997,-0.3611775,-1.4948219,-0.29940093,90.97006,100.74566,-1.2706339
0.8870007,-0.731553,-0.9372722,0.7088863,230.65744,114.25227,-2.5767136
-0.87861335,0.16971654,0.96464133,-0.3317384,287.955,76.88359,-5.9107547
1.0340173,0.48002997,-1.7018892,-0.65519065,55.922028,100.10528,-0.7064562
0.87506497,0.19108361,-0.85418785,0.7904589,265.8822,118.35619,-2.8568535
-1.258208,1.5524344,-1.1722102,-0.2648843,279.5707,87.56321,-4.167319
-1.1257637,0.57135916,-0.030832522,0.8723737,356.02722,91.92135,-6.080735
-0.430924,0.7199258,-0.98825395,-0.64540327,152.931,83.01916,-2.4757128
0.9311743,2.1871657,1.4007543,1.1199257,491.50848,111.24248,-6.075289
0.887181,-0.47799814,0.79534686,-0.29734188,231.50186,87.31665,-3.1863773
-1.07024,1.5826519,-1.1542369,1.1851094,397.8352,106.707016,-5.1741643
0.9925363,1.7726862,-1.2395908,-0.7515056,82.83853,92.99097,-1.2414179
-0.6654482,1.1544614,0.6162175,-0.0970888,367.17264,86.69026,-7.0378494
1.0085859,2.4567988,0.37424496,-1.097299,172.29608,78.33523,-2.4994624
0.8034146,-0.78542,0.9845184,1.1205077,425.45422,107.11996,-5.130772
-1.0074216,-0.86647564,1.1304862,0.785061,319.5591,90.62636,-4.8721457
-1.1615896,-0.5803211,-0.49439558,2.265989,365.20566,106.79886,-5.0355678
1.1168804,-0.6425156,-1.6760739,-0.95216405,39.588165,91.10975,-0.5409632
0.87231743,-0.23808211,1.0073309,-0.30295956,252.78047,86.48993,-3.4181097
0.8973895,-0.516467,-0.17422846,-0.2443782,183.46645,91.9163,-2.4558067
-0.77628946,-0.59111726,-0.11075925,-0.79620963,105.99927,70.91541,-1.9974456
0.8393734,-0.105703115,0.6737013,-1.2192745,121.250114,71.44758,-2.076428
0.7617334,1.8930485,1.427421,-1.0441821,262.16052,76.50667,-4.121873
-0.8961104,2.1553724,-0.22964916,0.37879044,396.85913,97.101234,-7.175865
-0.6459904,1.6259811,0.43366697,-0.5232531,349.28815,82.84159,-6.86953
0.80910647,2.4764903,-1.9667468,-0.2143784,110.71782,106.71659,-1.2435503
0.88289744,1.7003,1.3087192,-0.86792034,252.07095,80.126976,-3.5084627
0.8603304,-0.623571,1.6592045,0.17927818,345.39948,91.15151,-4.626751
0.8430975,-0.55857956,0.45173308,-0.22457205,223.52148,88.55554,-2.9980063
-0.9859233,0.33253342,-0.82710665,1.6749184,367.82336,105.84144,-4.9465513
-0.6241753,-0.34271652,-0.779059,0.5933025,211.64246,93.83211,-2.9340782
0.9012892,-0.033849835,1.1161377,-1.0697554,158.36887,72.747055,-2.5348792
-0.98899925,-0.046734124,-1.2465997,1.7620965,332.4932,110.34263,-3.842038
0.87077886,1.7078886,1.574791,1.0196102,492.5569,107.533585,-6.3321323
-0.61366236,-0.17953598,-1.5221109,-0.28788185,93.93935,84.80596,-1.503325
0.8164759,-0.1401462,-0.9311843,-0.29850578,127.41681,96.92975,-1.8334883
1.0099387,2.5163677,0.8797382,0.8032485,420.95813,111.47936,-4.884767
0.8372247,-0.44042355,0.75795823,-0.43846607,214.11005,84.92705,-3.0091577
0.81875736,-0.43398052,-0.8995763,-0.021115586,154.33191,101.35571,-2.0508485
0.86821145,-0.67591256,-0.5520592,0.5083034,234.10439,107.173,-2.799872
-0.8117779,-0.6704331,-1.5353781,-0.12113862,85.08719,94.65686,-1.3065119
-0.7663413,2.445987,-2.1658993,-2.1334558,102.81186,71.890076,-1.498373
1.0661834,1.58863,-0.9012115,1.2333095,347.98337,129.22812,-3.297611
-0.72973716,-0.013031095,0.99701214,-0.6297744,246.88297,73.75255,-4.8548203
0.90250516,2.2542605,0.90174747,0.70250905,440.18457,107.11946,-5.0960245
0.8804786,-0.66175437,-0.5149587,0.99548334,307.90536,115.74254,-3.3419545
0.87973964,-0.6990914,-1.2929318,0.062257096,130.72464,103.436455,-1.7246767
-0.8556606,-0.64052755,0.7846095,-1.230543,101.63191,64.00627,-2.1199734
1.0309852,2.4351585,-0.8088148,-1.1975023,99.236084,81.47131,-1.4762542
1.2237911,1.3461473,-0.59538573,1.4124768,420.46716,126.49447,-3.9737206
0.83175373,0.23288971,1.2375054,-0.28338373,291.56143,87.21319,-3.8232124
-0.38970196,2.246507,-0.0175912,-2.0221095,180.88437,66.48423,-3.8134377
-1.0139644,1.6849422,-0.608261,-0.26097453,333.9574,88.91669,-5.3292556
-0.83578295,-0.19856662,-0.24856749,-1.5738331,73.57193,58.74202,-1.7466136
0.8538431,2.0416722,0.37114504,1.2349513,437.86148,114.30597,-5.541976
0.9071922,2.5394995,0.43447825,-1.2206492,154.59555,75.94263,-2.3803306
-0.81002504,-0.6924439,-0.30657518,-1.1002648,69.478714,72.57628,-1.4186571
-0.69306904,1.6963058,0.637556,-1.1085818,328.54926,77.85863,-6.5032935
-0.8644341,0.58940434,-1.4606404,0.8772456,274.51093,103.37552,-3.3656368
-0.6852016,-0.42648822,-1.0043179,0.48289138,176.63315,92.10813,-2.489317
-0.77803075,-0.5554853,-0.53063095,-0.9656081,73.98964,68.378044,-1.5505127
-0.82873434,-0.70236975,0.019111551,-0.8496137,107.0643,79.722046,-1.9021636
0.85708916,-0.7118133,1.3940344,-0.76973844,194.11995,75.36143,-2.8977485
-0.7467121,-0.34287173,-1.3507824,-0.87673885,55.5596,73.38064,-1.1114345
-0.7497413,-0.37978393,-1.2764214,-1.007617,46.22081,69.288956,-1.0623748
0.8861154,-0.80796283,0.07663081,1.4897566,425.5778,119.75159,-4.4658847
-0.8564075,1.7583673,0.50200844,-1.5632474,282.85828,72.75705,-5.643035
0.8259567,-0.068602085,-0.963552,-0.5380248,106.549286,90.43512,-1.6547306
-1.0952893,-0.51081556,-1.1453192,1.9130332,317.40323,104.89847,-3.8158083
0.8309581,-0.6136136,0.7518182,-0.97525513,136.48721,74.131516,-2.3096204
-1.068822,1.9012492,-1.0848268,1.0720317,410.424,106.464165,-5.6067424
-0.94560385,-0.70294565,0.040883698,1.0555146,289.79,90.550896,-4.193115
-0.67875624,0.5325165,-0.3566502,0.30420727,303.3892,92.55388,-4.263322
-0.78437215,-0.71083504,-0.32714453,0.15381075,199.58267,95.97178,-2.7163486
0.84412026,-0.038535178,1.3482821,-0.81072974,204.51134,77.16136,-2.9960284
-1.2576091,-0.402263,-1.0611101,2.1932678,349.5255,104.097565,-4.3781824
0.9890363,2.6097076,-0.5201707,0.53397614,309.55557,112.72756,-3.2879734
-1.1987338,2.2182937,-1.5399301,0.6744435,381.17346,103.629715,-5.0613384
0.9908205,1.5510814,-0.50043046,1.0625597,365.21674,120.82761,-3.638162
-0.8777828,-0.85385567,0.3964391,1.1337129,354.11676,107.83193,-4.4544625
0.8739709,-0.6257033,-0.06269517,-0.23074995,195.47102,91.57345,-2.589229
-0.782594,-0.67588836,-0.5585598,-0.70233667,90.91327,80.22833,-1.6221815
0.8793688,1.9104607,1.4642097,1.060893,489.79422,109.49506,-6.227726
-0.88577306,-0.8382012,0.9567274,0.30984634,283.9597,94.625206,-3.9087121
0.925228,-0.6601315,-0.7763494,0.5047976,223.68526,109.88374,-2.5847445
0.96018255,2.361959,-0.54467994,-1.3496147,95.58211,76.39006,-1.5138283
-0.80072635,-0.7310067,0.054012872,1.0229577,298.95877,96.75057,-3.9476118
0.913188,2.239349,1.208754,1.2151831,494.6678,113.887985,-6.0512486
-0.8158519,-0.75586313,-0.8368986,-0.11040567,135.97395,98.7256,-1.888007
-0.67902803,1.2528968,0.85670424,-0.5046704,352.60593,82.14226,-6.83727
-0.6228951,-0.3166477,-1.0903312,0.6359917,191.83405,96.07292,-2.6202445
-0.71992874,0.11999647,-0.6266291,-1.3238798,103.7251,67.259,-1.9544351
0.87087333,-0.6365256,1.2744496,0.12666199,319.3103,92.31769,-4.035487
-1.098016,0.47342324,-1.311027,1.7035983,359.52515,109.36805,-4.252777
-0.9492534,1.1957998,-0.86694884,0.72455615,355.39966,98.25935,-4.925665
-0.82721335,-0.6100207,0.3652446,-0.8067054,123.75313,68.83047,-2.3326073
0.83894503,-0.35540807,1.3683157,1.4086725,475.8476,110.32273,-6.127713
-1.1104704,1.6141977,-1.3877268,1.5846379,410.24207,111.57008,-5.308099
-0.9932206,0.3043553,0.65536547,1.3246251,399.55725,95.12906,-7.4189816
0.8508402,-0.53145844,-0.18787733,-0.7785645,119.37859,81.471375,-1.9106683
-0.83720094,-0.738633,-0.22025275,-0.52596897,124.92252,88.41307,-1.9909467
-0.8482659,-0.5248539,0.82763964,1.0353318,353.425,91.60506,-5.415833
-0.9573128,-0.815545,1.3749297,0.5976467,325.4405,90.455765,-4.7914934
-0.80276316,0.89259857,-1.2854048,-1.3769877,102.285,72.13477,-1.6572517
0.8440859,-0.73803264,1.7656558,1.101671,450.00867,104.40134,-5.943663
-0.90287447,-0.834238,-0.34103623,0.75878114,279.52454,110.2937,-3.2404637
-0.5881146,0.14692578,-1.0707048,0.009325147,181.55582,89.68994,-2.5769894
0.91482496,-0.6393655,-0.4818708,-1.0196164,80.12448,78.016174,-1.4274669
0.9140869,1.8093154,1.3764861,-0.004476741,373.81662,93.38383,-4.7071056
0.8780208,-0.3894571,0.97124654,-0.67539245,194.30298,79.42914,-2.879758
0.89442754,-0.50769114,-1.4747896,-0.27417207,91.37593,100.03112,-1.3136387
1.0041566,0.9968443,-1.1118929,0.19093634,181.77396,111.69854,-2.0690508
0.8537835,-0.6118416,1.2120651,-1.1029133,148.44879,71.025894,-2.424893
-0.7797142,0.63370234,0.561494,1.2058414,411.5633,98.89168,-7.4621983
0.898223,-0.66320026,0.0348256,-1.2352108,78.471344,71.281555,-1.4790585
1.0635929,0.980343,-1.4137481,1.3289727,312.59396,134.76192,-2.8338432
-0.8111251,-0.65482104,-1.2431768,-0.89957136,45.907303,77.46237,-0.96195436
0.86814564,-0.64130986,-0.306056,-0.018333659,199.32274,96.31726,-2.595118
1.1575758,2.3817694,-1.3148326,-1.2728587,50.496033,84.17333,-0.83662844
0.83798885,-0.49175066,0.34621677,-1.0123546,118.19275,75.050896,-1.9931805
0.8411779,-0.060973823,-0.20782146,1.6748297,454.4305,126.84114,-4.523171
-1.0152472,1.7035947,-0.21921921,0.82801896,409.1738,98.95044,-6.8645954
1.0373602,1.9687955,-1.0814651,0.4973907,232.24904,115.57908,-2.5062177
-0.8541293,0.39094287,0.53297347,1.8238945,429.55328,104.847725,-7.028157
0.89448756,-0.66292876,1.6395411,-0.867386,204.99278,74.57176,-3.0565977
0.9661195,-0.55089265,-1.1397748,-1.1498771,38.188217,78.58636,-0.86955595
0.85096025,-0.19039327,1.3189998,0.05228035,326.41122,90.680214,-4.176875
-0.7917041,-0.6408103,-0.07587137,-1.1456726,76.91876,69.67284,-1.5871283
-0.9863198,1.6692843,-1.3381479,0.7222965,333.81387,104.27027,-4.2377543
0.5537719,-0.087662995,0.40952978,-1.0328124,126.12049,73.835434,-2.4157612
-0.6096839,0.6888371,0.8394185,-0.009140894,347.0896,85.756676,-6.8184357
-0.88007104,-0.7797206,-0.9896462,-0.529288,82.9646,92.380325,-1.3787694
-0.87030685,-0.5912795,0.18777439,-1.3433089,74.5844,60.145054,-1.6375103
-1.1588521,0.42921412,-1.7250968,0.21361966,175.14609,84.163994,-2.4565501
0.91422987,-0.77262276,-0.073808394,1.0318457,355.11047,114.34462,-3.813761
0.88425857,1.353097,1.1810349,-0.6074007,270.1194,84.70729,-3.641679
0.8431269,0.31881875,-1.2870533,-0.2358221,119.9405,103.35271,-1.5902787
-0.80351067,-0.73793215,0.68593657,0.5496763,305.46954,96.173,-4.1134996
-0.9580207,-0.41008914,-1.6273215,1.5807202,237.59871,102.47788,-2.8499722
0.8974361,-0.5869651,-0.9308579,-0.51881665,101.93109,90.81159,-1.5949423
-0.7319691,-0.44527704,-1.1061534,0.14401145,144.2435,88.13581,-2.0947745
-0.8765785,2.5409286,-0.6987407,-0.006685481,364.8638,95.97104,-5.691637
-0.7444203,-0.35352212,-0.4130521,-0.6002886,130.86566,74.24971,-2.2836294
0.9512347,2.3078709,1.2694801,-0.66416705,273.90903,83.337326,-3.708514
-0.8574462,-0.79207534,-0.63222694,1.2282693,298.88495,112.75606,-3.3960457
0.94438124,-0.62764496,0.33565828,-1.7105486,41.122345,58.59899,-1.2530313
0.87113464,-0.58123773,0.18782261,-0.6347461,159.61726,83.815025,-2.2657466
0.8593569,-0.62660724,-0.53342664,-0.78535944,100.74382,82.49735,-1.640167
0.9457377,-0.62249756,-1.4250278,-0.72886765,54.506058,89.60021,-0.9781296
0.92357886,-0.57407683,-1.0832222,-0.70788646,77.74121,87.31079,-1.3252676
0.9739286,2.4595432,-0.5972135,1.2134279,386.32806,124.82581,-3.8081686
0.9213501,-0.72528976,-0.77754605,0.24029544,189.97069,104.53465,-2.3364384
-0.49843743,2.9001825,-1.9872174,-2.2228148,87.424545,71.4859,-1.4033203
1.2749519,2.6927423,-0.94458747,-0.14838992,180.14642,105.63371,-1.9545934
-0.74269485,-0.57190007,-1.1482671,0.78322875,199.16084,102.592125,-2.5209727
-0.8840251,-0.484955,-1.4051378,0.86230654,186.15059,100.24927,-2.2904038
1.0277333,1.6123962,-0.18070403,1.4314572,466.49222,126.07945,-4.5397224
0.86523855,-0.7471222,-0.1830987,-0.013851419,211.35123,96.31358,-2.671942
0.9604422,1.2019128,-1.1223246,-0.6235051,100.49274,93.54799,-1.443963
-0.96211195,-0.29584974,0.9579797,1.8081062,394.26962,97.43721,-7.1089773
-0.7491089,-0.64289546,-0.4627134,-0.3948437,125.13852,85.76862,-2.019711
-1.2314992,0.027028114,-0.4967877,0.8222814,281.10315,86.146515,-4.408385
-0.13207662,0.032049596,-0.79978687,1.5198905,352.99734,122.312325,-3.724832
0.92685056,2.2831144,0.890397,-0.10774329,329.98337,94.393745,-4.054713
-0.67959076,-0.070374936,0.41505316,-0.5984156,199.3452,76.02355,-3.6749282
-0.8465413,-0.6769566,1.0193523,0.15923752,251.8038,81.93002,-4.0966616
1.2174826,-0.5135332,-0.6816992,-0.81716335,80.40166,86.41522,-1.4788742
0.8634282,-0.43739974,-0.019126438,-0.67220366,146.41885,82.90841,-2.2034087
-0.53671354,2.0799737,-2.6345701,-1.4930978,62.599533,78.14496,-1.0786076
0.91708785,0.3248161,-0.475489,0.11804782,222.42725,104.299446,-2.669791
0.8195132,-0.70401806,0.8416956,-0.50877595,200.82416,81.861855,-2.9098265
0.8120328,-0.7639739,1.2370803,0.77978456,398.07544,100.561775,-4.9232006
0.86392355,-0.6276785,-1.0286973,0.2699957,170.08444,106.236786,-2.154399
-0.8106245,0.1207445,0.4065931,0.41993976,323.7589,87.55005,-5.383582
-0.98949265,0.25918263,0.080674,-0.4163465,224.68268,74.44317,-4.1626806
1.0177212,1.373975,-1.1340477,1.2055672,306.6546,130.4765,-2.9472136
0.855232,-0.56583333,-0.5797485,-0.5673053,117.97702,86.57349,-1.8241138
-0.9018307,-0.8527574,-0.2700508,0.9847175,309.54538,112.8518,-3.5402932
1.0280278,2.1686587,-0.9185425,1.169855,341.7395,127.438,-3.3732686
1.093122,0.531783,-0.55558264,-1.5220673,52.962296,72.4184,-0.9204161
-0.73857546,-0.647816,0.26987794,-0.58662367,146.75632,81.633026,-2.4604416
0.88194966,-0.2128523,0.10680411,0.17103215,262.74234,99.57815,-3.195223
0.8275384,-0.11283541,0.9383925,0.79144585,412.91547,104.71834,-4.8168683
-0.7598433,-0.6668007,-0.9975785,-0.04640211,127.62786,95.47163,-1.8600547
-0.74057543,0.1281578,1.4245698,-0.8246002,269.43134,69.63219,-5.3301764
1.1597638,-0.8155953,-1.6493711,0.947613,184.52472,126.01041,-1.7591823
-1.0539988,0.4820733,0.8037409,1.4118454,412.7808,95.73567,-7.9488726
-1.0619586,1.8369267,-0.4157423,1.2837169,426.75354,104.49303,-6.958625
